"CODE","DESCRIPTION_DE","DESCRIPTION_PL","NAME_DE","NAME_PL"
"8179","<p>Ściereczka jest idealna do mycia naczyń i odkurzania bibelotów.</p><ul><li>Bardzo miękka i chłonna, wykonana ze specjalnego włókna</li><li>Nie rysuje powierzchni, jest bezpieczna dla delikatnych naczyń ze szkła i porcelany oraz powłok teflonowych</li><li>Wymiary: 27 x 16 cm</li></ul>","PL <p>Ściereczka jest idealna do mycia naczyń i odkurzania bibelotów.</p><ul><li>Bardzo miękka i chłonna, wykonana ze specjalnego włókna</li><li>Nie rysuje powierzchni, jest bezpieczna dla delikatnych naczyń ze szkła i porcelany oraz powłok teflonowych</li><li>Wymiary: 27 x 16 cm</li></ul>","Ściereczka do mycia","PL Ściereczka do mycia"
"4502","<p>Superchłonna i miękka mikrofibra z gąbkowym wkładem.</p><ul><li>Wchłania wodę, dzięki czemu umyte naczynia szybko schną</li><li>Zabezpiecza krawędzie naczyń przed uszkodzeniem</li><li>Po złożeniu zajmie niewiele miejsca</li><li>40 x 30 cm</li></ul>","PL <p>Superchłonna i miękka mikrofibra z gąbkowym wkładem.</p><ul><li>Wchłania wodę, dzięki czemu umyte naczynia szybko schną</li><li>Zabezpiecza krawędzie naczyń przed uszkodzeniem</li><li>Po złożeniu zajmie niewiele miejsca</li><li>40 x 30 cm</li></ul>","Mata do suszenia naczyń","PL Mata do suszenia naczyń"
"4408","<p>Zabezpiecza miejsca narażone na stałe chlapanie wodą, na przykład łączenia blatu ze zlewem czy glazury z umywalką.</p>
<ul>
<li>Zapobiega ich zawilgoceniu i zabrudzeniu</li>
<li>Szerokość 3,5 cm</li>
<li>Długość 320 cm</li>
</ul>","PL <p>Zabezpiecza miejsca narażone na stałe chlapanie wodą, na przykład łączenia blatu ze zlewem czy glazury z umywalką.</p>
<ul>
<li>Zapobiega ich zawilgoceniu i zabrudzeniu</li>
<li>Szerokość 3,5 cm</li>
<li>Długość 320 cm</li>
</ul>","Samoprzylepna taśma uszczelniająca","PL Samoprzylepna taśma uszczelniająca"
"4472","<p>Elastyczny korek pasuje na odpływy we wszystkich zlewach, umywalkach i wannach.</p><ul><li>Bardziej wytrzymały od zwykłej gumy, estetyczny i praktyczny</li><li>Aby go otworzyć, naciśnij na sam środek płatka kwiatu, a wówczas pokrywka odskoczy do góry, umożliwiając odpływ wody</li><li>Aby zamknąć, wciśnij pokrywkę</li><li>Średnica 10 cm</li></ul>","PL <p>Elastyczny korek pasuje na odpływy we wszystkich zlewach, umywalkach i wannach.</p><ul><li>Bardziej wytrzymały od zwykłej gumy, estetyczny i praktyczny</li><li>Aby go otworzyć, naciśnij na sam środek płatka kwiatu, a wówczas pokrywka odskoczy do góry, umożliwiając odpływ wody</li><li>Aby zamknąć, wciśnij pokrywkę</li><li>Średnica 10 cm</li></ul>","Uniwersalny korek do odpływu","PL Uniwersalny korek do odpływu"
"4650","","PL ","Organizer na zmywaki Pantone 4134","PL Organizer na zmywaki Pantone 4134"
"4407","<p>Solidnie wykonany, z 4 komorami na sztućce.</p>
<ul>
<li>Można wstawić go pomiędzy dwie komory zlewu</li>
<li>Z uchwytem do wygodnego przenoszenia</li>
<li>Wykonany z trwałego tworzywa</li>
<li>21,5 x 14,3 x 16,3 cm</li>
</ul>","PL <p>Solidnie wykonany, z 4 komorami na sztućce.</p>
<ul>
<li>Można wstawić go pomiędzy dwie komory zlewu</li>
<li>Z uchwytem do wygodnego przenoszenia</li>
<li>Wykonany z trwałego tworzywa</li>
<li>21,5 x 14,3 x 16,3 cm</li>
</ul>","Pojemny ociekacz na sztućce","PL Pojemny ociekacz na sztućce"
"4605","","PL ","Pojemnik na sztućce, dwie komory, czarno - szary","PL Pojemnik na sztućce, dwie komory, czarno - szary"
"4448","<p>Rewelacyjne rozwiązanie: umożliwia krojenie soczystych owoców i warzyw oraz odcedzenie nadmiaru soku wydobywającego się w trakcie krojenia.</p><ul><li>Dwukomorowa, z przekładaną deską</li><li>Możesz zrzucić krojone warzywa lub owoce do komory z ociekaczem, by odcedzić je z soku, albo przełożyć deskę i żywność do komory bez ociekacza</li><li>Wysoka jakość i estetyka wykonania</li><li>42,5 x 27 x 5,5 cm</li></ul>","PL <p>Rewelacyjne rozwiązanie: umożliwia krojenie soczystych owoców i warzyw oraz odcedzenie nadmiaru soku wydobywającego się w trakcie krojenia.</p><ul><li>Dwukomorowa, z przekładaną deską</li><li>Możesz zrzucić krojone warzywa lub owoce do komory z ociekaczem, by odcedzić je z soku, albo przełożyć deskę i żywność do komory bez ociekacza</li><li>Wysoka jakość i estetyka wykonania</li><li>42,5 x 27 x 5,5 cm</li></ul>","Deska do krojenia z ociekaczem","PL Deska do krojenia z ociekaczem"
"4523","","PL ","Uchwyt na gąbkę Kotek (czarny)","PL Uchwyt na gąbkę Kotek (czarny)"
"4524","","PL ","Uchwyt na gąbkę Panda (biała)","PL Uchwyt na gąbkę Panda (biała)"
"4585","","PL ","Puszka na cukier - zielony miętowy","PL Puszka na cukier - zielony miętowy"
"8403","<p>Dyskretny, pasuje do każdej kuchni i łazienki, ma uniwersalny wzór.</p>
<ul>
<li>Idealny na kuchenne ściereczki i małe ręczniczki</li>
<li>Z warstwą samoprzylepną - łatwo zamocujesz, bez wiercenia</li>
<li>Średnica 5 cm</li>
</ul>","PL <p>Dyskretny, pasuje do każdej kuchni i łazienki, ma uniwersalny wzór.</p>
<ul>
<li>Idealny na kuchenne ściereczki i małe ręczniczki</li>
<li>Z warstwą samoprzylepną - łatwo zamocujesz, bez wiercenia</li>
<li>Średnica 5 cm</li>
</ul>","Samoprzylepny wieszak na ściereczkę transparentny","PL Samoprzylepny wieszak na ściereczkę transparentny"
"8402","<p>Dyskretny, pasuje do każdej kuchni i łazienki, ma uniwersalny wzór.</p>
<ul>
<li>Idealny na kuchenne ściereczki i małe ręczniczki</li>
<li>Z warstwą samoprzylepną - łatwo zamocujesz, bez wiercenia</li>
<li>Średnica 5 cm</li>
</ul>","PL <p>Dyskretny, pasuje do każdej kuchni i łazienki, ma uniwersalny wzór.</p>
<ul>
<li>Idealny na kuchenne ściereczki i małe ręczniczki</li>
<li>Z warstwą samoprzylepną - łatwo zamocujesz, bez wiercenia</li>
<li>Średnica 5 cm</li>
</ul>","Samoprzylepny wieszak na ściereczkę biały","PL Samoprzylepny wieszak na ściereczkę biały"
"4536","<p>Idealna do czyszczenia kuchenki gazowej, rusztu w piekarniku, grilla, przypalonych spodów patelni i rondli.</p><ul><li>Z jednej strony ma szczotkę z miedzianego drutu do usuwania uporczywych zabrudzeń, z drugiej - z twardego tworzywa</li><li>Szpikulec schowany w rączce umożliwia wydobycie zabrudzeń z trudno dostępnych miejsc</li><li>Długość: 19 cm</li></ul>","PL <p>Idealna do czyszczenia kuchenki gazowej, rusztu w piekarniku, grilla, przypalonych spodów patelni i rondli.</p><ul><li>Z jednej strony ma szczotkę z miedzianego drutu do usuwania uporczywych zabrudzeń, z drugiej - z twardego tworzywa</li><li>Szpikulec schowany w rączce umożliwia wydobycie zabrudzeń z trudno dostępnych miejsc</li><li>Długość: 19 cm</li></ul>","Szczotka 4 w 1","PL Szczotka 4 w 1"
"2025","<ul><li>Fantastyczne do usuwania przypaleń</li><li>Pokryte mydłem - wystarczy zwilżyć wodą, by zyskać zmywak od razu z detergentem</li><li>Wykonane z cienkiego włosia drucianego</li><li>Wymiary pojedynczego zmywaka: 1 x 5,5 x 5,5 cm</li><li>Ilość: 10 szt</li></ul>","PL <ul><li>Fantastyczne do usuwania przypaleń</li><li>Pokryte mydłem - wystarczy zwilżyć wodą, by zyskać zmywak od razu z detergentem</li><li>Wykonane z cienkiego włosia drucianego</li><li>Wymiary pojedynczego zmywaka: 1 x 5,5 x 5,5 cm</li><li>Ilość: 10 szt</li></ul>","Zmywaki do szorowania nasączone mydłem","PL Zmywaki do szorowania nasączone mydłem"
"4397","<ul>
<li>Wykonana z pianki i karborundu - tworzywa ceramicznego o doskonałych właściwościach ścierających</li>
<li>Bardzo wytrzymała i trwała, radzi sobie z najbardziej uporczywymi zabrudzeniami - przypaleniami, sadzą, rdzą, tłustym osadem</li>
<li>10 x 7 x 2,5 cm</li>
</ul>","PL <ul>
<li>Wykonana z pianki i karborundu - tworzywa ceramicznego o doskonałych właściwościach ścierających</li>
<li>Bardzo wytrzymała i trwała, radzi sobie z najbardziej uporczywymi zabrudzeniami - przypaleniami, sadzą, rdzą, tłustym osadem</li>
<li>10 x 7 x 2,5 cm</li>
</ul>","Gąbka karborundowa","PL Gąbka karborundowa"
"10131","","PL ","Kostka z pumeksu do czyszczenia grilla i art. metalowych","PL Kostka z pumeksu do czyszczenia grilla i art. metalowych"
"368042","<ul><li>Zapobiega powstawaniu nieprzyjemnej woni w zmywarce</li><li>Roztacza świeży, intensywny aromat</li><li>Wystarcza na 14 dni</li></ul>","PL <ul><li>Zapobiega powstawaniu nieprzyjemnej woni w zmywarce</li><li>Roztacza świeży, intensywny aromat</li><li>Wystarcza na 14 dni</li></ul>","Odświeżacz do zmywarki - zielone jabłuszko","PL Odświeżacz do zmywarki - zielone jabłuszko"
"368040","<ul><li>Zapobiega powstawaniu nieprzyjemnej woni w zmywarce</li><li>Roztacza świeży, intensywny aromat</li><li>Wystarcza na 14 dni</li></ul>","PL <ul><li>Zapobiega powstawaniu nieprzyjemnej woni w zmywarce</li><li>Roztacza świeży, intensywny aromat</li><li>Wystarcza na 14 dni</li></ul>","Odświeżacz do zmywarki - cytryna","PL Odświeżacz do zmywarki - cytryna"
"8331","<ul><li>Zawiera magnesy, które zbierają osad</li><li>Pozostawia zapach świeżości i czystości</li><li>Możesz stosować ją do pralki i zmywarki</li><li>Nie stosować do gotowania</li><li>Średnica 6 cm</li></ul>","PL <ul><li>Zawiera magnesy, które zbierają osad</li><li>Pozostawia zapach świeżości i czystości</li><li>Możesz stosować ją do pralki i zmywarki</li><li>Nie stosować do gotowania</li><li>Średnica 6 cm</li></ul>","Kulka przeciw kamieniowi do pralki i zmywarki","PL Kulka przeciw kamieniowi do pralki i zmywarki"
"367129","<p>Czy wiesz, że twoja zmywarka może stać się siedliskiem groźnych bakterii, które rozwijają się w resztkach jedzenia?</p><ul><li>Pozbądź się zalegającego tłuszczu i przykrego zapachu</li><li>Przedłuż żywotność zmywarki i zapewnij zdrowie sobie i swoim bliskim</li><li>Opróżnij zmywarkę, włóż do niej butelkę i uruchom program zmywania - to proste!</li><li>Zalecamy użycie raz na dwa tygodnie</li><li>Pojemność: 250 ml</li></ul><p><br /><span style=""text-decoration:underline;color:#d0121a;"">Za każde 50 zł wydane na zakupy z tego katalogu Płyn do czyszczenia zmywarki za 7,90 zł</span></p>","PL <p>Czy wiesz, że twoja zmywarka może stać się siedliskiem groźnych bakterii, które rozwijają się w resztkach jedzenia?</p><ul><li>Pozbądź się zalegającego tłuszczu i przykrego zapachu</li><li>Przedłuż żywotność zmywarki i zapewnij zdrowie sobie i swoim bliskim</li><li>Opróżnij zmywarkę, włóż do niej butelkę i uruchom program zmywania - to proste!</li><li>Zalecamy użycie raz na dwa tygodnie</li><li>Pojemność: 250 ml</li></ul><p><br /><span style=""text-decoration:underline;color:#d0121a;"">Za każde 50 zł wydane na zakupy z tego katalogu Płyn do czyszczenia zmywarki za 7,90 zł</span></p>","Płyn do czyszczenia zmywarki","PL Płyn do czyszczenia zmywarki"
"2058","<p>Dzięki nowoczesnej technologii i odpowiednio dobranym składnikom, naczynia pozostają lśniąco czyste, bez plam i zacieków.</p><ul><li>300 ml</li></ul>","PL <p>Dzięki nowoczesnej technologii i odpowiednio dobranym składnikom, naczynia pozostają lśniąco czyste, bez plam i zacieków.</p><ul><li>300 ml</li></ul>","Nabłyszczacz do zmywarek","PL Nabłyszczacz do zmywarek"
"2082","","PL ","Tabletki do czyszczenia zmywarki, 2 szt, w kartoniku, niebieski pasek","PL Tabletki do czyszczenia zmywarki, 2 szt, w kartoniku, niebieski pasek"
"57488","<p>Wydajny, doskonale myjący płyn nadaje oknom krystaliczną czystość bez smug. Specjalna formuła z polimerami chroni przed osadzaniem się zabrudzeń i skraplaniem się pary wodnej.</p><p>Dzięki obniżeniu napięcia powierzchniowego szkła woda spływa szybciej i nie pozostawia smug. Doskonały do luster i kabin prysznicowych.</p><ul><li>Pojemność: 500 ml</li></ul>","PL <p>Wydajny, doskonale myjący płyn nadaje oknom krystaliczną czystość bez smug. Specjalna formuła z polimerami chroni przed osadzaniem się zabrudzeń i skraplaniem się pary wodnej.</p><p>Dzięki obniżeniu napięcia powierzchniowego szkła woda spływa szybciej i nie pozostawia smug. Doskonały do luster i kabin prysznicowych.</p><ul><li>Pojemność: 500 ml</li></ul>","Grejpfrutowy płyn do mycia szyb","PL Grejpfrutowy płyn do mycia szyb"
"58461","<p>Dzięki specjalnej recepturze aktywna piana przywiera do czyszczonych powierzchni, skutecznie usuwając zabrudzenia, plamy i resztki jedzenia oraz niewielki szron, pozostawiając czystość i świeżość. Neutralizuje nieprzyjemne zapachy.</p><p>Rozpyl na póki i ścianki lodówki, wytrzyj nie wymaga zmywania wodą. Przy uporczywych zabrudzeniach pozostaw na chwilę i dopiero wyczyść.</p><ul><li>Pojemność: 500 ml</li></ul>","PL <p>Dzięki specjalnej recepturze aktywna piana przywiera do czyszczonych powierzchni, skutecznie usuwając zabrudzenia, plamy i resztki jedzenia oraz niewielki szron, pozostawiając czystość i świeżość. Neutralizuje nieprzyjemne zapachy.</p><p>Rozpyl na póki i ścianki lodówki, wytrzyj nie wymaga zmywania wodą. Przy uporczywych zabrudzeniach pozostaw na chwilę i dopiero wyczyść.</p><ul><li>Pojemność: 500 ml</li></ul>","Aktywna piana do czyszczenia lodówek","PL Aktywna piana do czyszczenia lodówek"
"62012","<center><p></p></center>","PL <center><p></p></center>","Płyn do czyszczenia powierzchni kuchennych o zapachu kiwi","PL Płyn do czyszczenia powierzchni kuchennych o zapachu kiwi"
"367815","<center><p></p></center>","PL <center><p></p></center>","Płyn do czyszczenia powierzchni kuchennych o zapachu mango","PL Płyn do czyszczenia powierzchni kuchennych o zapachu mango"
"2020","<p>Najlepszy do oczyszczania czajników, sitek, grzałek, żelazek, ekspresów, zmywarek i innych urządzeń AGD.</p><ul><li>Perfekcyjnie eliminuje kamień i osady wapienne nawet z trudno dostępnych miejsc</li><li>Zawiera organiczny kwas cytrynowy rozpuszczający wapń</li><li>Pojemność: 250 ml</li></ul>","PL <p>Najlepszy do oczyszczania czajników, sitek, grzałek, żelazek, ekspresów, zmywarek i innych urządzeń AGD.</p><ul><li>Perfekcyjnie eliminuje kamień i osady wapienne nawet z trudno dostępnych miejsc</li><li>Zawiera organiczny kwas cytrynowy rozpuszczający wapń</li><li>Pojemność: 250 ml</li></ul>","Odkamieniacz bio do urządzeń gospodarstwa domowego","PL Odkamieniacz bio do urządzeń gospodarstwa domowego"
"2063","<ul><li>Zawartość opakowania rozpuść w 0,5 - 1 litra ciepłej wody</li><li>Wlej gotowy roztwór do naczynia</li><li>Po kilkunastu minutach wylej, a następnie starannie wypłucz naczynie wodą</li><li>Nie stosuj do urządzeń aluminiowych, żelazek</li><li>Saszetka 30 g</li></ul>","PL <ul><li>Zawartość opakowania rozpuść w 0,5 - 1 litra ciepłej wody</li><li>Wlej gotowy roztwór do naczynia</li><li>Po kilkunastu minutach wylej, a następnie starannie wypłucz naczynie wodą</li><li>Nie stosuj do urządzeń aluminiowych, żelazek</li><li>Saszetka 30 g</li></ul>","Odkamieniacz w proszku","PL Odkamieniacz w proszku"
"367711","<p>Błyskawicznie wyczyścisz mleczkiem płyty kuchenne na sucho bez użycia wody, wystarczy ściereczka lub papierowy ręcznik.</p><ul><li>Nie pozostawia smug</li><li>Nie rysuje powierzchni</li><li>Nadaje połysk</li><li>Zawiera olejki silikonowe, które tworzą warstwę ochronną</li><li>Regularne stosowanie mleczka impregnuje płytę kuchenną, zapobiegając przywieraniu zabrudzeń</li><li>Pojemność: 300 ml</li></ul>","PL <p>Błyskawicznie wyczyścisz mleczkiem płyty kuchenne na sucho bez użycia wody, wystarczy ściereczka lub papierowy ręcznik.</p><ul><li>Nie pozostawia smug</li><li>Nie rysuje powierzchni</li><li>Nadaje połysk</li><li>Zawiera olejki silikonowe, które tworzą warstwę ochronną</li><li>Regularne stosowanie mleczka impregnuje płytę kuchenną, zapobiegając przywieraniu zabrudzeń</li><li>Pojemność: 300 ml</li></ul>","Mleczko do czyszczenia i impregnacji ceramicznych płyt kuchennych","PL Mleczko do czyszczenia i impregnacji ceramicznych płyt kuchennych"
"2072","<p>Doskonale usuwa osad, zacieki i tłuste plamy ze: szkła, plastiku, ceramiki, muszli klozetowej, umywalki, wanny i brodzika, kranu i innych powierzchni chromowanych, płyt grzewczych, blatów kuchennych, płytek ściennych i podłogowych.</p><ul><li>750 ml</li></ul>","PL <p>Doskonale usuwa osad, zacieki i tłuste plamy ze: szkła, plastiku, ceramiki, muszli klozetowej, umywalki, wanny i brodzika, kranu i innych powierzchni chromowanych, płyt grzewczych, blatów kuchennych, płytek ściennych i podłogowych.</p><ul><li>750 ml</li></ul>","Spray do czyszczenia powierzchni silnie zabrudzonych","PL Spray do czyszczenia powierzchni silnie zabrudzonych"
"367880","<ul><li>Skutecznie czyści i pielęgnuje garnki, zlewozmywaki, płyty piekarników i kuchenek, brytfanki, sztućce i inne powierzchnie ze stali nierdzewnej i chromowanej</li><li>Doskonale usuwa tłuszcz, zacieki, przypalenia i uporczywe zabrudzenia</li><li>Nadaje połysk bez smug i zarysowań</li><li>Pojemność: 300 ml</li></ul>","PL <ul><li>Skutecznie czyści i pielęgnuje garnki, zlewozmywaki, płyty piekarników i kuchenek, brytfanki, sztućce i inne powierzchnie ze stali nierdzewnej i chromowanej</li><li>Doskonale usuwa tłuszcz, zacieki, przypalenia i uporczywe zabrudzenia</li><li>Nadaje połysk bez smug i zarysowań</li><li>Pojemność: 300 ml</li></ul>","Mleczko czyszczące do stali nierdzewnej i chromowanej","PL Mleczko czyszczące do stali nierdzewnej i chromowanej"
"2054","<ul><li>Usuwa zabrudzenia i przypalenia z piekarników, rusztów grilla, patelni, naczyń emaliowanych, ceramicznych i ze stali szlachetnej</li><li>500 ml</li></ul>","PL <ul><li>Usuwa zabrudzenia i przypalenia z piekarników, rusztów grilla, patelni, naczyń emaliowanych, ceramicznych i ze stali szlachetnej</li><li>500 ml</li></ul>","Preparat do czyszczenia piekarnika, grilla i kominka","PL Preparat do czyszczenia piekarnika, grilla i kominka"
"2026","<p>Niezastąpiony przy czyszczeniu zatłuszczonych powierzchni: okapu, piekarnika, kuchenki, blatów, rusztów i frytkownic.</p><ul><li>Skutecznie rozpuszcza tłuszcz i usuwa zaschnięte zabrudzenia</li><li>Pojemność: 500 ml</li></ul>","PL <p>Niezastąpiony przy czyszczeniu zatłuszczonych powierzchni: okapu, piekarnika, kuchenki, blatów, rusztów i frytkownic.</p><ul><li>Skutecznie rozpuszcza tłuszcz i usuwa zaschnięte zabrudzenia</li><li>Pojemność: 500 ml</li></ul>","Uniwersalny płyn odtłuszczający","PL Uniwersalny płyn odtłuszczający"
"368632","<ul><li>Niezastąpiona w każdym domu</li><li>Udrażnia rury, odpływy kanalizacyjne, usuwa nieprzyjemne zapachy</li><li>Do czyszczenia kosza na śmieci</li><li>Idealna do usuwania chwastów w ogrodzie, czyszczenia podjazdów i ścieżek</li><li>Waga: 500 g</li></ul>","PL <ul><li>Niezastąpiona w każdym domu</li><li>Udrażnia rury, odpływy kanalizacyjne, usuwa nieprzyjemne zapachy</li><li>Do czyszczenia kosza na śmieci</li><li>Idealna do usuwania chwastów w ogrodzie, czyszczenia podjazdów i ścieżek</li><li>Waga: 500 g</li></ul>","Soda kaustyczna","PL Soda kaustyczna"
